Medicine,Condition,Reviews,Ratings,Date,Useful Count
Anonymous,Zovirax (acyclovir),"Retin-A (tretinoin) for Acne:			“Retin A..wow is all I can say. This product is amazing. I had small stubborn little bumps (clogged pores) and just overall comedonal acne. Retin A has completely cleared my skin and made it look even better than it did before I had acne. My skin so smooth and it just continues to boost my skin confidence. I've been on Retin A for about a year and hse “Retin A micro pump gel 0.06%”.  I did purge a lot and had SLIGHT dryness/irration in the beginning but I didn’t mind it because I WANTED to get rid of the small bumps that were clogged pores. MY TOP ADVICE about this product is using it consistently! This product works slowly (but effectively) and will take some time to produce the wonderful results. Also, I still get a pimple occasionally but no where near what I had. The pimple will usually come and go quickly with this product. I use a mosturizer and a good SPF sunscreen. This is the BEST so stick it out during the purging phase because it is WORTH IT.",10,"August 1, 2020",21
Anonymous,Zovirax (acyclovir),"For Photoaging of the Skin:			“I have almost a year since I am using Retin A and let me tell you that at the beginning its rough. When you just begin using it, start with 0.025%, and once in 3 days, after 2-3 weeks do it once in 2 days, and always watch your skin, how does it feel.  If it's ok, after about a month you can use it every night.  If you will peel like a snake  - YES, if it might feel like burning or sensitive  -YES. But don't give up, I promise it is worth it.  It's not going to pay off instantly, but in time you will see an improvement of your skin. Remember to use SPF on your face  everyday, because Retin-A peels off the first layer of your skin, and it's very delicate.  Put your moisturizer at night, after applying Retin A, and in the morning before SPF. After about 7 months I switched to 0.05. My skin is glowing. And everyone thinks I'm 21, but I'm 31. I swear its WORTH IT.",10,"July 23, 2020",20
Anonymous,Zovirax (acyclovir),"For Acne:			“I applied it at night and 2 weeks only gets worst. Feel like giving up",2,"June 29, 2020",17
Anonymous,Zovirax (acyclovir),"For Acne:			“So I read the reviews and most were bad but I also read good ones. I decided to give tretinoin  a chance and I can honestly say that this tretinoin cream is not for me. I had a severe allergic reaction around my lips and nose . And I have been purging like crazy. When I started this I only had like 3 pimples and smaller ones and hyperpigmentation. I thought maybe the allergic reaction will go away and it has not it burns a lot and I'm seeing my dermatologist on Tuesday and hopefully I get something better but this is just my personal experience it may have not worked for me but it can work for you",1,"June 14, 2020",9
Anonymous,Zovirax (acyclovir),"For Acne:			“The first few weeks you feel like giving up. Made my skin look very shiny in a weird way, peeling was hard to cover and the initial purge sucked. That said, like everyone has mentioned on here, it gets better. The purge is cleaning you out, so keep this perspective. I did not feel good about my skin during that time, but so glad I stuck with it. I'm now at week 9 and have 3-4 pimples on my face, skin is super smooth and looks really glowy. Every day keeps getting better. I'm still peeling on and off but its less than it used to be.  Just ease in slowly so you don't get crazy red or peely. I did about 2-3 a week to start and now at 4x a week. Love that this gets rid of hyperpigmentation quickly.",9,"June 4, 2020",22
Anonymous,Zovirax (acyclovir),"Retin-A (tretinoin) for Photoaging of the Skin:			“If you stick it out and are patient with this - the results are incredible. One piece of advice is moisturize!!! A LOT!! The gel is way better than the cream imo. The gel burns so bad though whereas the cream didn't. I've been using retin-a since February and it's May now and I have the worst purge I've ever had but now my skin is flawless. Stick it out. Amazing for tightening pores, clearing acne, and just gives your skin an overall healthy look to it. 10/10 be patient",10,"May 14, 2020",22
Anonymous,Zovirax (acyclovir),"For Acne:			“I started tretinoin 0.025 about a week ago for moderate teenage acne. So far, no new breakouts. Face is peeling but not super dry if you know what I mean. I have always had sensitive skin as well so my face is more red and splotchy than usual. I am using every other day after shower and Cerave moisturizer. Seems to be helping so far. Will update each week!",10,"April 30, 2020",13
Anonymous,Zovirax (acyclovir),"Retin-A (tretinoin) for Acne:			“prior to using this cream, I checked reviews. I saw a lot of negatives; people complaining about a face-purge. I was highly discouraged. After a while, I said screw it. I’ve been struggling with acne for a long time now. I’m a 22 year old african male, been struggling with acne since I was 11; that is half of my life. I ignored the negatives and decided to give it a shot. Week 1 and 2 were calm. The purge started on week 3 and it was  horrible! I couldn’t leave my house, my face was a mess. I was nearly compelled to quit but I persevered.  The purge lasted through till week 8. On the 9th week, I noticed little less break outs. I’m on my 11 week now and man! my face is as smooth as a baby’s. I honestly can’t believe this. This is the best my face has been in more than a decade. I'd highly recommend. The purge period is absolutely hectic and discouraging but do not give up. stick to it I promise. advice: Take pictures to track your progress",9,"April 29, 2020",61
Anonymous,Zovirax (acyclovir),"Stieva-A (tretinoin) for Acne:			“Before trying this product I honestly lost all hope, I tried everything. Then my doctor prescribed me Stieva-A and after about a month my skin instantly cleared up, I couldn’t believe it actually worked for me. It’s even helped to slowly fade my acne scars, my face hasn’t felt this smooth in a while, also a bonus is when I apply makeup now, it’s sooooo smooth. I just got a second refill on this product because I love it so much and want to use it for a year and see how much it can help my scars fade. Also a little bit goes along way which is nice !",8,"April 24, 2020",13
Anonymous,Zovirax (acyclovir),"Retin-A (tretinoin) for Acne:			“When I was 5 weeks into using this topical Retin-A I headed to the internet to figure out why my acne was 5 times WORSE than when I started it. I would honesty just look in the mirror and cry, I picked at all my pimples and it made it even worse. The purge is real but If you can make it past it I promise it’s worth it. Do some research on why the purge happens. I am 10 weeks in and all that I have on my face is scaring due to the picking which will go away over time and with the help of other topicals. My advice is to stick with it, do not pick and trust the process!",8,"April 22, 2020",24
